year,race_name,session_name,session_kind,team,reference_driver_code,comparison_driver_code,raw_laps,reference_raw_laps,comparison_raw_laps,missing_lap_time_laps,pit_laps,deleted_laps,inaccurate_laps,lap1_laps,final_driver_laps,non_green_laps,sc_vsc_laps,large_position_change_laps,stint_outlier_laps,lap_level_weather_unreliable_laps,weather_mode_excluded_laps,non_quick_qualifying_laps,valid_laps,candidate_matched_pairs,matched_pair_rows,skip_reason
2026,Chinese Grand Prix,Qualifying,qualifying,Aston Martin,ALO,STR,18,9,9,4,12,0,12,2,2,0,0,0,0,0,0,0,6,3,3,
2026,Chinese Grand Prix,Qualifying,qualifying,Audi,BOR,HUL,26,14,12,7,16,0,16,2,2,2,0,0,2,0,0,2,8,3,3,
2026,Chinese Grand Prix,Qualifying,qualifying,Cadillac,BOT,PER,15,9,6,5,10,0,10,2,2,0,0,0,0,0,0,0,5,2,0,insufficient_matched_pairs
2026,Chinese Grand Prix,Qualifying,qualifying,Ferrari,HAM,LEC,39,19,20,12,24,0,24,2,2,4,0,0,0,0,0,3,12,4,4,
2026,Chinese Grand Prix,Qualifying,qualifying,Haas F1 Team,BEA,OCO,33,19,14,10,20,0,20,2,2,3,0,0,2,0,0,2,10,4,4,
2026,Chinese Grand Prix,Qualifying,qualifying,McLaren,NOR,PIA,40,20,20,12,24,0,24,2,2,4,0,0,2,0,0,2,12,4,4,
2026,Chinese Grand Prix,Qualifying,qualifying,Mercedes,ANT,RUS,28,15,13,10,19,0,19,2,2,5,0,0,0,0,0,0,8,3,3,
2026,Chinese Grand Prix,Qualifying,qualifying,Racing Bulls,LAW,LIN,30,15,15,8,16,0,16,2,2,4,0,0,0,0,0,4,8,4,4,
2026,Chinese Grand Prix,Qualifying,qualifying,Red Bull Racing,HAD,VER,40,20,20,12,24,0,24,2,2,4,0,0,2,0,0,2,14,4,4,
2026,Chinese Grand Prix,Qualifying,qualifying,Williams,ALB,SAI,20,10,10,3,12,0,12,2,2,0,0,0,0,0,0,2,6,3,3,
2026,Japanese Grand Prix,Race,race,Alpine,COL,GAS,106,53,53,2,4,0,17,2,2,13,13,2,10,0,0,0,77,28,28,
2026,Japanese Grand Prix,Race,race,Aston Martin,ALO,STR,82,52,30,0,9,0,17,2,2,14,14,0,4,0,0,0,61,19,19,
2026,Japanese Grand Prix,Race,race,Audi,BOR,HUL,106,53,53,2,4,0,14,2,2,14,12,1,8,0,0,0,80,38,38,
2026,Japanese Grand Prix,Race,race,Cadillac,BOT,PER,105,52,53,1,4,0,18,2,2,14,14,0,6,0,0,0,79,19,19,
2026,Japanese Grand Prix,Race,race,Ferrari,HAM,LEC,106,53,53,3,4,0,16,2,2,12,12,0,10,0,0,0,78,27,27,
2026,Japanese Grand Prix,Race,race,Haas F1 Team,BEA,OCO,74,21,53,2,4,0,14,2,2,8,8,2,4,0,0,0,55,12,12,
2026,Japanese Grand Prix,Race,race,McLaren,NOR,PIA,106,53,53,2,4,0,18,2,2,12,12,1,9,0,0,0,77,33,33,
2026,Japanese Grand Prix,Race,race,Mercedes,ANT,RUS,106,53,53,4,4,0,15,2,2,12,12,1,7,0,0,0,83,38,38,
2026,Japanese Grand Prix,Race,race,Racing Bulls,LAW,LIN,106,53,53,2,4,0,18,2,2,14,13,1,9,0,0,0,76,29,29,
2026,Japanese Grand Prix,Race,race,Red Bull Racing,HAD,VER,106,53,53,2,4,0,17,2,2,13,13,1,12,0,0,0,75,31,31,
2026,Japanese Grand Prix,Race,race,Williams,ALB,SAI,104,51,53,1,10,0,20,2,2,14,12,2,11,0,0,0,69,27,27,
2026,Japanese Grand Prix,Qualifying,qualifying,Alpine,COL,GAS,30,12,18,10,20,0,20,2,2,0,0,0,0,0,0,0,10,4,4,
2026,Japanese Grand Prix,Qualifying,qualifying,Aston Martin,ALO,STR,18,9,9,6,12,0,12,2,2,0,0,0,0,0,0,0,6,3,3,
2026,Japanese Grand Prix,Qualifying,qualifying,Audi,BOR,HUL,34,20,14,10,20,0,20,2,2,0,0,0,2,0,0,2,12,5,5,
2026,Japanese Grand Prix,Qualifying,qualifying,Cadillac,BOT,PER,15,9,6,5,10,0,10,2,2,0,0,0,0,0,0,0,5,2,0,insufficient_matched_pairs
2026,Japanese Grand Prix,Qualifying,qualifying,Ferrari,HAM,LEC,38,20,18,11,20,0,20,2,2,0,0,0,3,0,0,5,13,4,4,
2026,Japanese Grand Prix,Qualifying,qualifying,Haas F1 Team,BEA,OCO,24,9,15,6,12,0,12,2,2,0,0,0,0,0,0,4,8,3,3,
2026,Japanese Grand Prix,Qualifying,qualifying,McLaren,NOR,PIA,40,20,20,12,24,0,24,2,2,0,0,0,2,0,0,2,14,4,4,
2026,Japanese Grand Prix,Qualifying,qualifying,Mercedes,ANT,RUS,36,15,21,11,22,0,22,2,2,0,0,0,0,0,0,2,12,4,4,
2026,Japanese Grand Prix,Qualifying,qualifying,Racing Bulls,LAW,LIN,36,15,21,10,20,0,21,2,2,0,0,0,0,0,0,4,11,4,4,
2026,Japanese Grand Prix,Qualifying,qualifying,Red Bull Racing,HAD,VER,29,17,12,10,20,0,20,2,2,0,0,0,0,0,0,0,9,4,4,
2026,Japanese Grand Prix,Qualifying,qualifying,Williams,ALB,SAI,24,9,15,6,16,0,16,2,2,0,0,0,0,0,0,0,8,3,3,
2026,Miami Grand Prix,Race,race,Alpine,COL,GAS,62,57,5,1,2,0,11,2,2,11,7,1,5,0,0,0,42,2,0,insufficient_matched_pairs
2026,Miami Grand Prix,Race,race,Aston Martin,ALO,STR,112,56,56,0,6,0,22,2,2,20,14,1,9,0,0,0,76,20,20,
2026,Miami Grand Prix,Race,race,Audi,BOR,HUL,63,56,7,1,5,0,15,2,2,13,10,2,5,0,0,0,40,1,0,insufficient_matched_pairs
2026,Miami Grand Prix,Race,race,Cadillac,BOT,PER,111,55,56,0,8,0,22,2,2,20,14,2,14,0,0,0,67,10,10,
2026,Miami Grand Prix,Race,race,Ferrari,HAM,LEC,114,57,57,1,4,0,18,2,2,20,12,1,12,0,0,0,78,29,29,
2026,Miami Grand Prix,Race,race,Haas F1 Team,BEA,OCO,112,56,56,0,4,0,18,2,2,20,12,1,8,0,0,0,79,32,32,
2026,Miami Grand Prix,Race,race,McLaren,NOR,PIA,114,57,57,1,4,0,18,2,2,20,12,1,10,0,0,0,81,35,35,
2026,Miami Grand Prix,Race,race,Mercedes,ANT,RUS,114,57,57,1,4,0,18,2,2,20,12,1,9,0,0,0,82,32,32,
2026,Miami Grand Prix,Race,race,Racing Bulls,LAW,LIN,62,6,56,1,3,0,13,2,2,13,9,1,6,0,0,0,40,2,0,insufficient_matched_pairs
2026,Miami Grand Prix,Race,race,Red Bull Racing,HAD,VER,62,5,57,1,3,0,9,2,2,11,7,1,7,0,0,0,44,0,0,insufficient_matched_pairs
2026,Miami Grand Prix,Race,race,Williams,ALB,SAI,114,57,57,0,4,0,18,2,2,20,12,0,8,0,0,0,82,37,37,
2026,Miami Grand Prix,Qualifying,qualifying,Alpine,COL,GAS,39,19,20,14,24,0,24,2,2,4,0,0,0,0,0,4,11,3,3,
2026,Miami Grand Prix,Qualifying,qualifying,Aston Martin,ALO,STR,17,8,9,7,12,0,12,2,2,0,0,0,0,0,0,0,5,2,0,insufficient_matched_pairs
2026,Miami Grand Prix,Qualifying,qualifying,Audi,BOR,HUL,17,3,14,7,12,0,12,2,2,2,0,0,0,0,0,0,5,1,0,insufficient_matched_pairs
2026,Miami Grand Prix,Qualifying,qualifying,Cadillac,BOT,PER,18,9,9,7,12,0,12,2,2,2,0,0,0,0,0,1,5,2,0,insufficient_matched_pairs
2026,Miami Grand Prix,Qualifying,qualifying,Ferrari,HAM,LEC,42,21,21,14,24,0,24,2,2,4,0,0,1,0,0,5,13,4,4,
2026,Miami Grand Prix,Qualifying,qualifying,Haas F1 Team,BEA,OCO,27,12,15,10,18,0,18,2,2,4,0,0,0,0,0,0,9,4,4,
2026,Miami Grand Prix,Qualifying,qualifying,McLaren,NOR,PIA,40,20,20,17,24,0,24,2,2,4,0,0,1,0,0,3,13,4,4,
2026,Miami Grand Prix,Qualifying,qualifying,Mercedes,ANT,RUS,35,17,18,14,24,0,24,2,2,4,0,0,0,0,0,0,11,3,3,
2026,Miami Grand Prix,Qualifying,qualifying,Racing Bulls,LAW,LIN,23,14,9,8,16,0,16,2,2,1,0,0,0,0,0,0,7,2,0,insufficient_matched_pairs
2026,Miami Grand Prix,Qualifying,qualifying,Red Bull Racing,HAD,VER,36,21,15,14,22,0,22,2,2,5,0,0,0,0,0,2,12,4,4,
2026,Miami Grand Prix,Qualifying,qualifying,Williams,ALB,SAI,30,15,15,9,20,0,20,2,2,3,0,0,0,0,0,1,9,4,4,
2026,Canadian Grand Prix,Race,race,Alpine,COL,GAS,134,67,67,0,4,0,16,2,2,27,14,0,14,0,0,0,89,38,38,
2026,Canadian Grand Prix,Race,race,Aston Martin,ALO,STR,88,24,64,1,8,0,14,2,2,18,7,2,10,0,0,0,54,10,10,
2026,Canadian Grand Prix,Race,race,Audi,BOR,HUL,132,66,66,0,8,0,24,2,2,26,14,2,10,0,0,0,87,31,31,
2026,Canadian Grand Prix,Race,race,Cadillac,BOT,PER,104,64,40,1,15,0,20,2,2,19,9,3,14,0,0,0,59,16,16,
2026,Canadian Grand Prix,Race,race,Ferrari,HAM,LEC,136,68,68,0,4,0,15,2,2,23,13,0,15,0,0,0,96,46,46,
2026,Canadian Grand Prix,Race,race,Haas F1 Team,BEA,OCO,133,67,66,0,6,0,15,2,2,24,11,2,18,0,0,0,87,22,22,
2026,Canadian Grand Prix,Race,race,McLaren,NOR,PIA,105,39,66,1,10,0,20,2,2,21,10,5,11,0,0,0,67,16,16,
2026,Canadian Grand Prix,Race,race,Mercedes,ANT,RUS,98,68,30,1,2,0,8,2,2,15,6,0,7,0,0,0,73,22,22,
2026,Canadian Grand Prix,Race,race,Racing Bulls,LAW,LIN,68,67,1,1,2,0,9,2,2,14,7,0,7,0,0,0,44,0,0,missing_lap_time_data
2026,Canadian Grand Prix,Race,race,Red Bull Racing,HAD,VER,135,67,68,0,8,0,16,2,2,23,12,0,11,0,0,0,95,38,38,
2026,Canadian Grand Prix,Race,race,Williams,ALB,SAI,79,12,67,1,4,0,10,2,2,13,5,2,12,0,0,0,50,0,0,no_compound_overlap
2026,Canadian Grand Prix,Qualifying,qualifying,Alpine,COL,GAS,47,27,20,12,20,0,20,2,2,2,0,0,1,2,0,15,12,4,4,
2026,Canadian Grand Prix,Qualifying,qualifying,Aston Martin,ALO,STR,21,11,10,4,8,0,8,2,2,0,0,0,2,0,0,6,7,3,3,
2026,Canadian Grand Prix,Qualifying,qualifying,Audi,BOR,HUL,43,22,21,6,16,0,16,2,2,2,0,0,2,2,0,12,13,3,3,
2026,Canadian Grand Prix,Qualifying,qualifying,Cadillac,BOT,PER,21,10,11,4,8,0,8,2,2,0,0,0,3,0,0,8,5,2,0,insufficient_matched_pairs
2026,Canadian Grand Prix,Qualifying,qualifying,Ferrari,HAM,LEC,56,27,29,10,20,0,20,2,2,2,0,0,0,2,0,21,15,3,3,
2026,Canadian Grand Prix,Qualifying,qualifying,Haas F1 Team,BEA,OCO,34,22,12,7,12,0,12,2,2,1,0,0,4,1,0,11,11,4,4,
2026,Canadian Grand Prix,Qualifying,qualifying,McLaren,NOR,PIA,57,28,29,12,24,0,24,2,2,2,0,0,3,2,0,17,16,3,3,
2026,Canadian Grand Prix,Qualifying,qualifying,Mercedes,ANT,RUS,48,24,24,9,20,0,20,2,2,2,0,0,2,0,0,15,13,4,4,
2026,Canadian Grand Prix,Qualifying,qualifying,Racing Bulls,LAW,LIN,50,22,28,10,20,0,20,2,2,2,0,0,0,1,0,14,16,6,6,
2026,Canadian Grand Prix,Qualifying,qualifying,Red Bull Racing,HAD,VER,45,22,23,11,20,0,20,2,2,2,0,0,4,2,0,11,14,4,4,
2026,Canadian Grand Prix,Qualifying,qualifying,Williams,ALB,SAI,34,13,21,6,13,0,13,2,2,1,0,0,1,1,0,12,9,3,3,
2026,Monaco Grand Prix,Race,race,Alpine,COL,GAS,156,78,78,4,17,0,31,2,2,29,25,2,8,0,0,0,115,47,47,
2026,Monaco Grand Prix,Race,race,Aston Martin,ALO,STR,135,78,57,3,12,0,20,2,2,17,14,0,18,0,0,0,96,37,37,
2026,Monaco Grand Prix,Race,race,Audi,BOR,HUL,156,78,78,3,22,0,34,2,2,31,27,1,12,0,0,0,108,47,47,
2026,Monaco Grand Prix,Race,race,Cadillac,BOT,PER,94,16,78,2,14,0,22,2,2,17,14,1,11,0,0,0,60,10,10,
2026,Monaco Grand Prix,Race,race,Ferrari,HAM,LEC,143,78,65,3,14,0,23,2,2,20,17,0,13,0,0,0,106,41,41,
2026,Monaco Grand Prix,Race,race,Haas F1 Team,BEA,OCO,106,28,78,3,12,0,19,2,2,16,13,0,9,0,0,0,77,23,23,
2026,Monaco Grand Prix,Race,race,McLaren,NOR,PIA,122,44,78,3,10,0,17,2,2,15,12,0,12,0,0,0,92,36,36,
2026,Monaco Grand Prix,Race,race,Mercedes,ANT,RUS,156,78,78,4,18,0,31,2,2,27,23,3,10,0,0,0,112,45,45,
2026,Monaco Grand Prix,Race,race,Racing Bulls,LAW,LIN,156,78,78,4,15,0,29,2,2,30,25,0,21,0,0,0,104,37,37,
2026,Monaco Grand Prix,Race,race,Red Bull Racing,HAD,VER,79,78,1,3,8,0,16,2,2,15,12,1,6,0,0,0,56,0,0,missing_lap_time_data
2026,Monaco Grand Prix,Race,race,Williams,ALB,SAI,149,78,71,5,18,0,33,2,2,30,26,0,18,0,0,0,97,31,31,
2026,Monaco Grand Prix,Qualifying,qualifying,Alpine,COL,GAS,56,24,32,11,24,0,24,2,2,4,0,0,6,0,0,14,17,4,4,
2026,Monaco Grand Prix,Qualifying,qualifying,Aston Martin,ALO,STR,24,13,11,4,11,0,11,2,2,3,0,0,0,0,0,6,6,3,3,
2026,Monaco Grand Prix,Qualifying,qualifying,Audi,BOR,HUL,31,10,21,3,12,0,12,2,2,2,0,0,3,0,0,9,10,3,3,
2026,Monaco Grand Prix,Qualifying,qualifying,Cadillac,BOT,PER,25,13,12,8,12,0,12,2,2,4,0,0,2,0,0,4,7,3,3,
2026,Monaco Grand Prix,Qualifying,qualifying,Ferrari,HAM,LEC,57,28,29,8,22,0,22,2,2,4,0,0,4,0,0,18,17,4,4,
2026,Monaco Grand Prix,Qualifying,qualifying,Haas F1 Team,BEA,OCO,28,14,14,4,12,0,12,2,2,2,0,0,2,0,0,7,9,4,4,
2026,Monaco Grand Prix,Qualifying,qualifying,McLaren,NOR,PIA,57,28,29,9,21,0,21,2,2,3,0,0,3,0,0,21,15,4,4,
2026,Monaco Grand Prix,Qualifying,qualifying,Mercedes,ANT,RUS,56,28,28,8,20,0,20,2,2,6,0,0,2,0,0,18,16,5,5,
2026,Monaco Grand Prix,Qualifying,qualifying,Racing Bulls,LAW,LIN,52,29,23,7,21,0,21,2,2,4,0,0,4,0,0,17,13,3,3,
2026,Monaco Grand Prix,Qualifying,qualifying,Red Bull Racing,HAD,VER,51,25,26,11,21,0,21,2,2,4,0,0,2,0,0,14,16,4,4,
2026,Monaco Grand Prix,Qualifying,qualifying,Williams,ALB,SAI,47,24,23,8,20,0,20,2,2,2,0,0,4,0,0,12,15,3,3,
2026,Barcelona Grand Prix,Race,race,Alpine,COL,GAS,130,65,65,0,8,0,20,2,2,12,12,2,9,0,0,0,99,33,33,
2026,Barcelona Grand Prix,Race,race,Aston Martin,ALO,STR,43,38,5,1,4,0,6,2,2,1,1,0,1,0,0,0,36,3,0,insufficient_matched_pairs
2026,Barcelona Grand Prix,Race,race,Audi,BOR,HUL,93,64,29,0,9,0,17,2,2,6,6,2,4,0,0,0,71,17,17,
2026,Barcelona Grand Prix,Race,race,Cadillac,BOT,PER,78,15,63,0,8,0,13,2,2,7,5,0,6,0,0,0,56,9,9,
2026,Barcelona Grand Prix,Race,race,Ferrari,HAM,LEC,128,66,62,0,11,0,17,2,2,9,8,4,4,0,0,0,107,43,43,
2026,Barcelona Grand Prix,Race,race,Haas F1 Team,BEA,OCO,124,60,64,0,11,0,18,2,2,9,8,4,9,0,0,0,95,38,38,
2026,Barcelona Grand Prix,Race,race,McLaren,NOR,PIA,132,66,66,0,8,0,22,2,2,12,12,2,11,0,0,0,98,43,43,
2026,Barcelona Grand Prix,Race,race,Mercedes,ANT,RUS,128,62,66,1,8,0,20,2,2,11,10,3,5,0,0,0,101,46,46,
2026,Barcelona Grand Prix,Race,race,Racing Bulls,LAW,LIN,130,65,65,0,8,0,21,2,2,11,11,5,7,0,0,0,98,36,36,
2026,Barcelona Grand Prix,Race,race,Red Bull Racing,HAD,VER,131,65,66,0,12,0,23,2,2,12,11,1,8,0,0,0,98,21,21,
2026,Barcelona Grand Prix,Race,race,Williams,ALB,SAI,119,55,64,1,14,0,24,2,2,10,10,2,8,0,0,0,85,27,27,
2026,Barcelona Grand Prix,Qualifying,qualifying,Alpine,COL,GAS,24,12,12,8,16,0,16,2,2,4,0,0,0,0,0,0,8,4,4,
2026,Barcelona Grand Prix,Qualifying,qualifying,Aston Martin,ALO,STR,16,8,8,6,12,0,12,2,2,2,0,0,0,0,0,0,4,2,0,insufficient_matched_pairs
2026,Barcelona Grand Prix,Qualifying,qualifying,Audi,BOR,HUL,26,9,17,12,18,0,18,2,2,5,0,0,0,0,0,0,8,3,3,
2026,Barcelona Grand Prix,Qualifying,qualifying,Cadillac,BOT,PER,15,9,6,5,10,0,10,2,2,3,0,0,0,0,0,0,4,2,0,insufficient_matched_pairs
2026,Barcelona Grand Prix,Qualifying,qualifying,Ferrari,HAM,LEC,22,14,8,10,16,0,16,2,2,5,0,0,0,0,0,0,6,2,0,insufficient_matched_pairs
2026,Barcelona Grand Prix,Qualifying,qualifying,Haas F1 Team,BEA,OCO,24,15,9,8,16,0,16,2,2,3,0,0,0,0,0,0,8,3,3,
2026,Barcelona Grand Prix,Qualifying,qualifying,McLaren,NOR,PIA,29,14,15,14,20,0,20,2,2,7,0,0,0,0,0,0,8,3,3,
2026,Barcelona Grand Prix,Qualifying,qualifying,Mercedes,ANT,RUS,27,14,13,9,19,0,19,2,2,7,0,0,0,0,0,0,8,3,3,
2026,Barcelona Grand Prix,Qualifying,qualifying,Racing Bulls,LAW,LIN,22,14,8,10,16,0,16,2,2,5,0,0,0,0,0,0,6,2,0,insufficient_matched_pairs
2026,Barcelona Grand Prix,Qualifying,qualifying,Red Bull Racing,HAD,VER,26,14,12,13,18,0,18,2,2,5,0,0,0,0,0,0,7,3,3,
2026,Barcelona Grand Prix,Qualifying,qualifying,Williams,ALB,SAI,24,9,15,9,16,0,16,2,2,3,0,0,0,0,0,0,8,3,3,
2026,Austrian Grand Prix,Race,race,Alpine,COL,GAS,140,70,70,0,10,0,19,2,2,10,9,4,16,0,0,0,102,28,28,
2026,Austrian Grand Prix,Race,race,Aston Martin,ALO,STR,113,68,45,0,7,0,9,2,2,7,5,0,11,0,0,0,93,35,35,
2026,Austrian Grand Prix,Race,race,Audi,BOR,HUL,140,70,70,0,8,0,20,2,2,10,10,3,16,0,0,0,103,34,34,
2026,Austrian Grand Prix,Race,race,Cadillac,BOT,PER,6,2,4,0,2,0,4,2,2,0,0,1,0,0,0,0,2,0,0,teammate_dnf_no_matched_laps
2026,Austrian Grand Prix,Race,race,Ferrari,HAM,LEC,142,71,71,0,12,0,20,2,2,10,8,4,13,0,0,0,106,43,43,
2026,Austrian Grand Prix,Race,race,Haas F1 Team,BEA,OCO,139,70,69,0,8,0,16,2,2,8,8,1,14,0,0,0,108,36,36,
2026,Austrian Grand Prix,Race,race,McLaren,NOR,PIA,142,71,71,0,8,0,19,2,2,9,9,4,11,0,0,0,112,49,49,
2026,Austrian Grand Prix,Race,race,Mercedes,ANT,RUS,142,71,71,0,8,0,16,2,2,10,8,1,12,0,0,0,113,47,47,
2026,Austrian Grand Prix,Race,race,Racing Bulls,LAW,LIN,140,70,70,0,8,0,20,2,2,10,10,0,17,0,0,0,101,43,43,
2026,Austrian Grand Prix,Race,race,Red Bull Racing,HAD,VER,142,71,71,0,8,0,19,2,2,10,9,2,8,0,0,0,113,38,38,
2026,Austrian Grand Prix,Race,race,Williams,ALB,SAI,93,69,24,1,6,0,13,2,2,5,5,3,11,0,0,0,68,6,0,insufficient_matched_pairs
2026,Austrian Grand Prix,Qualifying,qualifying,Alpine,COL,GAS,23,11,12,8,16,0,16,2,2,2,0,0,0,0,0,0,7,3,3,
2026,Austrian Grand Prix,Qualifying,qualifying,Aston Martin,ALO,STR,17,9,8,6,12,0,12,2,2,0,0,0,0,0,0,0,5,2,0,insufficient_matched_pairs
2026,Austrian Grand Prix,Qualifying,qualifying,Audi,BOR,HUL,27,12,15,10,18,0,18,2,2,2,0,0,0,0,0,0,9,4,4,
2026,Austrian Grand Prix,Qualifying,qualifying,Cadillac,BOT,PER,18,9,9,7,12,0,12,2,2,0,0,0,0,0,0,0,6,3,3,
2026,Austrian Grand Prix,Qualifying,qualifying,Ferrari,HAM,LEC,29,14,15,12,20,0,20,2,2,4,0,0,0,0,0,0,9,3,3,
2026,Austrian Grand Prix,Qualifying,qualifying,Haas F1 Team,BEA,OCO,27,12,15,9,18,0,18,2,2,2,0,0,0,0,0,0,9,4,4,
2026,Austrian Grand Prix,Qualifying,qualifying,McLaren,NOR,PIA,29,15,14,12,20,0,20,2,2,4,0,0,0,0,0,0,9,3,3,
2026,Austrian Grand Prix,Qualifying,qualifying,Mercedes,ANT,RUS,37,17,20,16,26,0,26,2,2,6,0,0,0,0,0,0,9,3,3,
2026,Austrian Grand Prix,Qualifying,qualifying,Racing Bulls,LAW,LIN,36,18,18,14,24,0,24,2,2,4,0,0,0,0,0,0,12,4,4,
2026,Austrian Grand Prix,Qualifying,qualifying,Red Bull Racing,HAD,VER,28,18,10,11,19,0,19,2,2,3,0,0,0,0,0,0,9,3,3,
2026,Austrian Grand Prix,Qualifying,qualifying,Williams,ALB,SAI,18,9,9,6,12,0,12,2,2,0,0,0,0,0,0,0,6,3,3,
